id,source,topic,domain_code,domain,type,question,optionA,optionB,optionC,optionD,optionE,optionF,correct,explanation
0253,Cortex_Introduction_to_XQL,Cortex: Introduction to XQL,,D3 Content Optimization — 3.2 Data modeling,single,"When using the Run option in Query Builder, what happens to the analyst's management console session while the query executes?","The query runs in a background tab, and the analyst can navigate freely.",The console opens a separate read-only view while the query runs.,The analyst is blocked from navigating to other pages of the management console until the query completes.,The console automatically saves the query and redirects to the Query Center.,,,C,"The source states: ""With Run, you can immediately run your query as a foreground task, which blocks you from going to the other pages of the management console."""
0254,Cortex_Introduction_to_XQL,Cortex: Introduction to XQL,,D3 Content Optimization — 3.3 Detection rules (correlation/BIOC),single,"An analyst is building a detection rule using XQL and wants to flag processes signed by ""anydesk."" Based on the source, which XQL stage would narrow the dataset to only process-start events where the vendor name contains ""anydesk""?","`| dedup action_process_signature_vendor contains ""anydesk""`","`| filter event_type = ENUM.PROCESS and event_sub_type = ENUM.PROCESS_START and action_process_signature_vendor contains ""anydesk""`","`| fields action_process_signature_vendor = ""anydesk""`",`| comp count(_time) as PROC_EXECUTIONS by action_process_signature_vendor`,,,B,"The source shows an exact correlation rule XQL example using `filter event_type = ENUM.PROCESS and event_sub_type = ENUM.PROCESS_START and action_process_signature_vendor contains ""anydesk""` to scope the query to relevant process-start events."
0255,Cortex_Introduction_to_XQL,Cortex: Introduction to XQL,,D3 Content Optimization — 3.3 Detection rules,single,"In the threat hunting workflow described in the source, after identifying suspicious events in the Query Builder, what is the intended next step before creating BIOCs?",Immediately publish the query to the Marketplace as a content pack.,Export results to CSV and submit them to Palo Alto Networks support.,Further inspect impacted resources and attributes using Causality and Timeline views.,Configure a scheduled query to monitor for future occurrences of the same events.,,,C,"The source describes a three-step process: (1) Query Builder to find suspicious events, (2) Causality and Timeline to inspect impacted resources (files, registry keys) and attributes (timestamps), then (3) create BIOCs based on determined attributes."
0256,Cortex_Introduction_to_XQL,Cortex: Introduction to XQL,,D3 Content Optimization — 3.3 Detection rules; D2 Integration & Automation — 2.4 Automation workflow,multi,Which two use cases for XQL involve creating outputs that persist as ongoing monitoring mechanisms rather than one-time investigative searches? (Choose two.),Threat hunting for historical leads,Scheduled queries for ongoing data monitoring,Case response investigation of a specific incident,Detection and correlation rules that trigger alerts,Exporting query results to CSV for a one-time report,,B|D,"The source identifies scheduled queries as enabling automation ""ensuring that you regularly review the data without having to initiate the queries manually,"" and detection/correlation rules as ongoing mechanisms to ""detect anomalous behavior or patterns"" and ""create rules to block or kill the action."" Both persist and trigger repeatedly, unlike ad-hoc investigative queries."
0257,Cortex_Malware_Protection,Cortex: Malware Protection,,D3 Content Optimization — 3.3 Detection rules,single,"In the PE/DLL file examination flow, a file is signed by a vendor whose certificate appears on the Trusted Signer allow list. WildFire has returned a Malware verdict for that file's hash. What does the Cortex XDR agent do?",Blocks the file because WildFire verdicts always take precedence over signer lists.,Sends the file to Local Analysis as a tiebreaker between the two conflicting verdicts.,Allows the file to run because the Trusted Signer check occurs before the WildFire verdict check.,Quarantines the file but still allows the process to launch.,,,C,"The source states: ""The agent checks the list of trusted signers before evaluating the WildFire verdict, and hence can allow a file to run even if the WildFire verdict is Malware."" Trusted Signer is higher in the precedence flow than WildFire."
0258,Cortex_Malware_Protection,Cortex: Malware Protection,,D3 Content Optimization — 3.4 Incident & alert layout,single,"An analyst notices that a file scanned by the periodic endpoint scan generated an issue with an empty ""Initiated By"" field and a medium severity. What explains this behavior?","The scan ran in report mode, so no initiating process was captured.","The file was not executed; it was detected during a scan, so no initiating process exists.","The file was quarantined automatically, clearing the Initiated By attribute.",Medium severity issues never populate the Initiated By field by design.,,,B,"The source explicitly notes: ""The Initiated By field for the issue is empty because the file was not executed but was instead detected during a scan."" The action shown is ""Detected (Scanned)"" at medium severity."
0259,Cortex_Malware_Protection,Cortex: Malware Protection,,D1 Planning & Installation — 1.4 Install agents/Broker VM,single,Which malware protection module is NOT configured within a Malware profile?,Behavioral Threat Protection,Ransomware Protection,Network Packet Inspection Engine,Execution Restrictions,,,D,"The source states: ""All the MPMs are configured in Malware profiles, except the Restrictions."" Execution restrictions are configured in Restrictions profiles, not Malware profiles."
0260,Cortex_Malware_Protection,Cortex: Malware Protection,,D3 Content Optimization — 3.3 Detection rules,single,"Ransomware Protection uses decoy files to detect ransomware. In Report action mode, how often does the agent generate a security event for the same attacking process to prevent excessive logging?",Once per second,Once per five minutes,Once per minute,Once per hour,,,C,"The source states: ""In Report action mode, the Cortex XDR agent generates a security event for each attacking process once per minute to prevent excessive logging. Therefore, if the same process attempts to manipulate another decoy file within a minute of the first attempt, the agent ignores the event."""
0261,Cortex_Malware_Protection,Cortex: Malware Protection,,D3 Content Optimization — 3.3 Detection rules,single,The Known Signers list differs from the Trusted Signers list in two important ways. Which answer correctly identifies both differences?,Known Signers is checked before WildFire; Trusted Signers is checked after. Known Signers can be customized by administrators.,Known Signers is checked after WildFire and is maintained exclusively by Palo Alto Networks via content updates; Trusted Signers is checked before WildFire and can have custom entries added via a Malware profile.,Known Signers blocks execution; Trusted Signers allows execution. Both are updated through content updates.,Known Signers and Trusted Signers are checked at the same point in the flow; they differ only in the number of entries they contain.,,,B,"The source states Known Signers is ""checked after the WildFire verdict examination"" and ""maintained only by Palo Alto Networks and is updated by the content updates."" Trusted Signers is checked before WildFire and administrators ""can also add custom trusted signers through a Malware profile."""
0262,Cortex_Malware_Protection,Cortex: Malware Protection,,D4 Maintenance & Troubleshooting — 4.1 Exceptions/exclusions,multi,"When configuring a Malicious Child Process Protection exception, which three criteria can be specified to allow a specific parent–child process relationship? (Choose three.)",Parent Process Name,Child Process SHA256 Hash,Child Process Name,Child Process Command Line Parameters,Parent Process Network Port,,A|C|D,"The source shows the allow list table with exactly three columns: ""Parent Process Name | Child Process Name | Child Process Command Line Params."" SHA256 hashes and network ports are not listed as criteria for this exception type."
0263,Cortex_Malware_Protection,Cortex: Malware Protection,,D4 Maintenance & Troubleshooting — 4.4 Troubleshoot components,single,"When the Cortex XDR agent quarantines a malicious file, where are the quarantined files stored on the endpoint?",`%PROGRAMFILES%\Palo Alto Networks\Traps\Quarantine`,`%TEMP%\CortexQuarantine`,`%PROGRAMDATA%\Cyverai\QuarantineV2`,`%SYSTEMROOT%\System32\CortexQ`,,,C,"The source states: ""The quarantined files are kept locally on the endpoint in the folder `%PROGRAMDATA%\Cyverai\QuarantineV2`."""
0264,Cortex_Malware_Protection,Cortex: Malware Protection,,D3 Content Optimization — 3.3 Detection rules,single,Behavioral Threat Protection (BTP) monitors a sequence of process operations over time. Which statement about how BTP matches activity to its ruleset is correct?,BTP requires operations to occur in the exact predefined order to trigger a rule match.,"BTP only analyzes a single point-in-time snapshot of process activity, not ongoing streams.","BTP can match activity to a rule even if the operations are reordered, because operation order does not matter.",BTP rules are applied only at process creation and not monitored continuously after that.,,,C,"The source explicitly notes: ""Operation order does not matter. BTP can match an activity to a rule even if the operations are re-ordered."" BTP also ""continuously analyzes streams of ongoing activities,"" making point-in-time-only detection incorrect."
0265,Cortex_Network_Asset_Discovery_and_Management,Cortex: Network Asset Discovery and Management,,D2 Integration & Automation — 2.1 Onboard data sources,single,"What is the defining characteristic that classifies a network device as an ""unmanaged asset"" in Cortex?",It is a cloud compute instance that has not been tagged in the asset inventory.,It is a network device that is not actively transmitting data to Cortex.,It is a network asset that does not have the Cortex XDR agent installed.,It is a server operating outside a user-defined IP address range.,,,C,"The source defines unmanaged assets as ""network assets, but without the Cortex XDR agent."" Managed assets are ""network assets on which Cortex XDR agents are installed."" The distinction is solely about agent presence."
0266,Cortex_Network_Asset_Discovery_and_Management,Cortex: Network Asset Discovery and Management,,D2 Integration & Automation — 2.1 Onboard data sources,single,"When an administrator adds a new IP address range to the IP Address Ranges table, which two attributes are automatically populated for that range?",First IP Address and Last IP Address,Active Assets and Active Managed Assets,Range Name and CIDR notation,Scan Method and Scan Requests Per Second,,,B,"The source states: ""When you add a new IP address range, the number of active assets and active managed assets will be automatically populated for that new range."" These are described as key attributes in the IP Address Range object table."
0267,Cortex_Network_Asset_Discovery_and_Management,Cortex: Network Asset Discovery and Management,,D1 Planning & Installation — 1.4 Install agents/Broker VM,single,An organization's security team wants the Broker VM Network Mapper to scan their internal network. What must be configured before the Network Mapper can be set up?,The Windows DHCP Collector must be deployed and sending logs.,A Pathfinder Data Collector must be installed on the network segment.,IP Address Ranges must first be defined in the management console.,The Cortex Analytics Engine must be enabled to accept topology data.,,,C,"The source states: ""The first step is to define your IP Address Ranges and then select one or more of your defined ranges during Network Mapper configuration."" The Network Mapper requires pre-defined ranges to know what to scan."
0268,Cortex_Network_Asset_Discovery_and_Management,Cortex: Network Asset Discovery and Management,,D2 Integration & Automation — 2.1 Onboard data sources,single,What is a key limitation of the standard Vulnerability Assessment for Windows endpoints compared to Linux?,Standard VA on Windows cannot report CVEs using the CVSS scoring system.,"Standard VA on Windows only scans the operating system kernel, not installed applications.",Standard VA on Windows does not correlate CVE databases with patch lists.,Standard VA on Windows requires agent version 8.3 or higher to function.,,,B,"The source states: ""The limitation of the standard Vulnerability Assessment for Windows is that it only scans the operating system kernel, not Windows applications. For Linux, both OS kernels and apps are scanned for CVEs."" This is the key Windows-vs-Linux distinction."
0269,Cortex_Network_Asset_Discovery_and_Management,Cortex: Network Asset Discovery and Management,,D2 Integration & Automation — 2.1 Onboard data sources,single,The Enhanced Vulnerability Assessment feature extends CVE detection to installed applications on Windows. Which platforms support this Enhanced VA mode?,"Windows, macOS, and Linux",Windows and Linux only,Windows and macOS only,All platforms including iOS and Android,,,C,"The source explicitly states: ""Enhanced Vulnerability Assessment is only available for Windows and MacOS operating systems"" and confirms ""This feature is not available for Linux (the standard vulnerability assessment currently scans installed applications for Linux)."""
0270,Cortex_Network_Asset_Discovery_and_Management,Cortex: Network Asset Discovery and Management,,D4 Maintenance & Troubleshooting — 4.3 Troubleshoot data management,single,How often does the Cortex Vulnerability Assessment correlate CVE databases with the application and OS kernel patch list to detect new vulnerabilities?,Every 24 hours,Every 12 hours,Every 8 hours,Every four hours,,,D,"The source states: ""The Cortex Vulnerability Assessment correlates the CVE DBs and the application/kernel patch list every four hours. If a new CVE is detected, the Cortex Vulnerability Assessment creates an alert only once per new CVE type."""
0271,Cortex_Network_Asset_Discovery_and_Management,Cortex: Network Asset Discovery and Management,,D1 Planning & Installation — 1.4 Install agents/Broker VM,single,Which automated log source used for network asset discovery requires explicit configuration and enablement before it can contribute to node discovery?,Cortex XDR agent logs,Windows DHCP Collector,Broker VM Network Mapper,EDR data from firewall logs,,,C,"The source notes: ""These log sources require different settings or configurations. For example, the Broker VM Network Mapper must be configured and enabled to send such logs used for network discovery."" It is called out by name as requiring explicit action, unlike agent logs that are passive."
0272,Cortex_Network_Asset_Discovery_and_Management,Cortex: Network Asset Discovery and Management,,D1 Planning & Installation — 1.5 Roles/permissions/access,single,"To access the Vulnerability Management pages (including Vulnerability Issues and Vulnerable Assets), where should an administrator navigate in the management console?",Inventory > Endpoints > Host Inventory,Settings > Configurations > Vulnerability Assessment,Posture Management > Vulnerability Management,Investigation and Response > Response > Action Center,,,C,"The source states: ""To access the Vulnerability Assessment page, navigate to Posture Management > Vulnerability Management."" It also notes there are two Vulnerability Assessment entries in the console, so the correct path is through Posture Management, not Settings."
0273,Cortex_Profiles_Policy_Rules_and_Optimization,"Cortex: Profiles, Policy Rules, and Optimization",,D3 Content Optimization — 3.4 Incident & alert layout,single,A security engineer creates a custom prevention profile and attaches it to an active policy rule. They later need to remove it. Which statement correctly describes what is and is not permitted?,The profile can be edited and deleted because a custom profile always allows both operations.,The profile can be edited but cannot be deleted while it is attached to a policy rule.,The profile can be deleted but cannot be edited once it is attached to a policy rule.,Neither editing nor deleting is permitted while the profile is linked to any policy rule.,,,B,"The source states: ""You can edit a custom profile if it is attached to a policy rule, but you cannot delete it."" Deletion is blocked only when the profile is linked to one or more policies; editing remains allowed."
0274,Cortex_Profiles_Policy_Rules_and_Optimization,"Cortex: Profiles, Policy Rules, and Optimization",,D3 Content Optimization — 3.3 Detection rules,single,"In the Action Mode table for Restrictions profiles, which mode allows a file to execute, notifies the user, AND reports the event to Cortex?",Block,Report,Notify,Disabled,,,C,"The source table shows Notify mode as: Agent Action = Allow, Notify the User = Yes, Report to Cortex = Yes. The Report mode allows execution but does NOT notify the user (only reports to Cortex). Block prevents execution entirely, and Disabled takes no action at all."
0275,Cortex_Profiles_Policy_Rules_and_Optimization,"Cortex: Profiles, Policy Rules, and Optimization",,D4 Maintenance & Troubleshooting — 4.1 Exceptions/exclusions,single,An analyst wants to exclude a single process from being terminated by BTP while still generating issues when that process is part of a malicious causality chain. Which mechanism achieves this?,Add the process to the Global Exceptions profile.,Set the BTP Action Mode to Report instead of Block.,Add the process file path or name to the Files/Folders in Allow List within the BTP module settings.,Create a Legacy Agent Exception Rule scoped to that process's SHA256 hash.,,,C,"The source states: ""You can use Files/Folders in Allow List to specify processes that are never terminated by BTP irrespective of the rules, though the module still creates an issue."" This is the precise mechanism — termination is suppressed but issue creation continues."
0276,Cortex_Profiles_Policy_Rules_and_Optimization,"Cortex: Profiles, Policy Rules, and Optimization",,D1 Planning & Installation — 1.5 Roles/permissions/access,single,Which Agent Settings profile section would an administrator configure to prevent unauthorized personnel from uninstalling the Cortex XDR agent?,Agent Security,Windows Security Center Integration,Identity Security Policy Settings,Uninstall Password,,,D,"The source defines Uninstall Password as: ""set a new uninstall password, also known as a supervisor password."" Agent Security protects agent components from tampering, but setting the password that gates uninstallation is done under Uninstall Password."
0277,Cortex_Profiles_Policy_Rules_and_Optimization,"Cortex: Profiles, Policy Rules, and Optimization",,D1 Planning & Installation — 1.5 Roles/permissions/access,single,"When Cortex evaluates prevention policy rules, which rule is applied to an endpoint?",The most recently created rule that matches the endpoint.,The rule with the highest severity profile assigned.,"All matching rules are merged, with the most specific rule taking precedence per setting.",The first rule in the top-down ordered list that matches the endpoint.,,,D,"The source states: ""Cortex evaluates rules from top to bottom, and the first matched rule is applied as the active policy rule to endpoints."" This first-match-wins behavior means rule ordering is critical to configuration."
0278,Cortex_Profiles_Policy_Rules_and_Optimization,"Cortex: Profiles, Policy Rules, and Optimization",,D3 Content Optimization — 3.3 Detection rules,multi,Which Restrictions profile configuration options are available for Windows only and are NOT available for macOS or Linux? (Choose two.),Custom Prevention Rules,Executable Files,Removable Media Files,Custom Indicator Prevention Rules,Network Location Files,,B|C,"The source states: ""The Executable Files, Network Locations Files, Removable Media Files, and Optical Drive Files options are only available for Windows."" Custom Prevention Rules are available for ""Windows, macOS, and Linux, under the Pro type licenses."" Of the listed choices, Executable Files and Removable Media Files are Windows-only; Network Location Files is also Windows-only but not in the option set."
0279,Cortex_Profiles_Policy_Rules_and_Optimization,"Cortex: Profiles, Policy Rules, and Optimization",,D4 Maintenance & Troubleshooting — 4.1 Exceptions/exclusions,single,What distinguishes Global Exceptions from the Exceptions profile type?,Global Exceptions requires a policy rule to be enforced; the Exceptions profile does not.,Global Exceptions is applied universally to all endpoints without requiring a policy rule; the Exceptions profile applies only to endpoints whose policy includes it.,Global Exceptions can disable entire profile types; the Exceptions profile can only modify individual module settings.,Global Exceptions is managed exclusively by Palo Alto Networks content updates; the Exceptions profile is fully user-configurable.,,,B,"The source states: ""Global Exceptions are exceptions that are applied universally across all Policies... Global Exceptions does not need policy rules to be enforced because its content is globally enforced without being subjected to a condition."" The Exceptions Profile ""applies exceptions exclusively to Endpoints whose policy adopts that profile."""
0280,Cortex_Profiles_Policy_Rules_and_Optimization,"Cortex: Profiles, Policy Rules, and Optimization",,D4 Maintenance & Troubleshooting — 4.2 Software updates,single,"According to the best practices for optimizing a Cortex environment, which setting should be enabled in Agent Configurations to ensure the latest threat intelligence updates are applied, including minor content version releases?",WildFire Analysis Scoring and Enable Auto Upgrade Scheduler,Informative BTP Alerts and Enable Minor Content Version Updates,Content Staging and Agent Proxy Settings,XDR Pro Endpoints Capabilities and Enable Host Insight Capabilities,,,B,"The source states: ""Navigate to Settings > Configurations > General > Agent Configurations and enable the Informative BTP Alerts and Enable Minor Content Version Updates to ensure you will stay up to date with the latest threat intelligence."""
0281,Cortex_Response_Actions,Cortex: Response Actions,,D2.4 Automation Workflow,single,Cortex uses WebSocket to deliver server-initiated actions to agents. What happens if the WebSocket session fails?,The action is immediately canceled and logged as Failed.,The action is queued and retried when a new WebSocket connection is established within 60 seconds.,The action is sent at the next agent HTTP heartbeat.,The action escalates to an email notification to the SOC team.,,,C,"When a WebSocket session fails, Cortex falls back to HTTP-based agent-initiated heartbeats. The action is delivered the next time the agent checks in via heartbeat rather than being canceled or immediately retried over WebSocket."
0282,Cortex_Response_Actions,Cortex: Response Actions,,D2.4 Automation Workflow,single,"An analyst right-clicks a completed quarantine entry in the Action Center and selects ""Restore."" What is the purpose of this follow-up action?",It permanently deletes the quarantined file from the endpoint and archives the action.,It moves the file from quarantine back to its original location on the endpoint.,It re-quarantines the file with an updated hash signature.,It submits the file to WildFire for a new verdict before releasing it.,,,B,"The Restore follow-up action undoes a quarantine by moving the file back to its original path on the endpoint. It does not delete, re-quarantine, or resubmit the file."
0283,Cortex_Response_Actions,Cortex: Response Actions,,D3.3 Detection Rules,single,A security administrator wants to ensure that all hashes on the block list are enforced even on endpoints whose malware profile is set to Report mode. Which setting must be enabled?,Block List Priority Enforcement,Override Report Mode,Hash Quarantine Bypass,Malware Profile Override Flag,,,B,"The Override Report Mode option, available on the Block List page under Action Center, causes the agent to block hashes on the block list regardless of whether the malware profile is configured to Report. Without this setting, profile settings take precedence."
0284,Cortex_Response_Actions,Cortex: Response Actions,,D1.4 Install Agents/Broker VM/Engine,multi,"Which two capabilities can be disabled on an endpoint using the ""Disable Capabilities"" option? (Choose two.)",Live Terminal,Agent Upgrade,File Retrieval,Malware Scan,,,A|C,"The Disable Capabilities dialog presents three options: Live Terminal, File Retrieval, and Script Execution. Agent Upgrade and Malware Scan are not listed in this dialog. Importantly, once disabled, these capabilities can only be restored by uninstalling and reinstalling the agent."
0285,Cortex_Response_Actions,Cortex: Response Actions,,D4.4 Troubleshoot Components,single,"An action appears in the All Actions table with the status ""Completed with Partial Success."" What does this status indicate?",The action ran successfully on all endpoints but generated warnings on some.,The action was completed on at least one endpoint but failed on others.,The action was successfully completed on some endpoints but has not yet run on the rest.,The action timed out before all targeted endpoints could start running it.,,,C,"""Completed with Partial Success"" means the action finished successfully on some endpoints, while it did not complete (or failed) on the remaining targeted endpoints. It is distinct from ""Failed,"" which means all endpoints failed, and from ""Expired,"" which applies before any endpoint starts."
0286,Cortex_Response_Actions,Cortex: Response Actions,,D2.4 Automation Workflow,single,"Within Live Terminal, which interface would an analyst use to suspend a suspicious running process on a connected endpoint?",Command Line,Python,File Explorer,Task Manager,,,D,"Task Manager in Live Terminal is specifically designed for process investigation and management, including the ability to terminate, suspend, or resume processes. File Explorer handles file and folder management, not process control."
0287,Cortex_Response_Actions,Cortex: Response Actions,,D1.5 Roles/Permissions/Access,single,"A Cortex XDR response action on a Linux endpoint is configured so that if the agent loses connection to the managing server for longer than a defined period, isolation is automatically canceled. Where is this setting configured?",Investigation & Response > Response > Action Center > Isolate,Settings > Configurations > Access Management > Roles,Endpoints > Policy Management > Prevention > Profiles > Agent Settings (Linux),Inventory > Endpoints > All Endpoints > Endpoint Control,,,C,"The Linux-specific isolation cancellation setting (auto-cancel if the agent loses server connection after a defined period) is found within the Agent Settings profile under the Linux profiles section in Prevention Profiles, not in the Action Center or Access Management."
0288,Cortex_Response_Actions,Cortex: Response Actions,,D2.4 Automation Workflow,single,The Files Retrieval action in the Action Center allows an analyst to download files from a targeted endpoint. What is the maximum number of files that can be downloaded from a single endpoint per action?,5,10,20,50,,,C,"Per the Action Center actions table, the Files Retrieval action allows downloading up to 20 files from each targeted endpoint per action. This limit applies per endpoint, so a bulk action against multiple endpoints can retrieve up to 20 files from each."
0289,Cortex_Work_Plan_and_Playbook_Tasks,Cortex: Work Plan and Playbook Tasks,,D2.4 Automation Workflow,single,"An analyst selects the ""Follow"" checkbox in the Work Plan view. What does this option do?",It assigns the playbook to the analyst for exclusive editing.,It allows the analyst to observe the playbook running in real time.,It locks the playbook so no other analyst can modify tasks while it is running.,It schedules the playbook to rerun automatically when any task fails.,,,B,"The Follow checkbox in the Work Plan toolbar enables real-time visualization of the playbook as it runs, allowing analysts to watch task progress live. It does not grant exclusive access, lock the playbook, or trigger automatic reruns."
0290,Cortex_Work_Plan_and_Playbook_Tasks,Cortex: Work Plan and Playbook Tasks,,D2.4 Automation Workflow,single,A playbook task displays a white diamond on a violet square icon. What type of task does this represent?,Manual Task  requires analyst intervention to mark complete,Sub-Playbook Task  a nested playbook within the parent,Data Collection Task  collects input through a multi-question survey,Conditional Task  used as a decision tree in the playbook flow,,,D,"The white diamond on a violet square is the icon for a Conditional Task, which functions as a decision tree with branching logic (e.g., TRUE/FALSE paths). A manual task uses a blue arrow alone, a sub-playbook has its own sub-playbook icon, and a data collection task shows a white speech bubble on an aqua square."
0291,Cortex_Work_Plan_and_Playbook_Tasks,Cortex: Work Plan and Playbook Tasks,,D4.4 Troubleshoot Components,single,"A playbook fails because a third-party threat intelligence API temporarily exceeded its rate limit. After the service recovers, which Work Plan option should the analyst use to resume without losing previously completed task results?",Change the Playbook  replace the current playbook with the same one to restart from scratch,Run Again  rerun the currently assigned playbook,Reopen Task  reopen only the failed task to retry just that step,Export Playbook  export the current state as a PNG for documentation,,,B,"The Run Again button reruns the currently assigned playbook and is specifically designed for situations where a temporary condition—such as a service outage or API rate limit—caused one or more automated steps to fail. Changing the playbook removes all completed tasks. Reopen Task is a per-task action, not a playbook-level rerun."
0292,Cortex_Work_Plan_and_Playbook_Tasks,Cortex: Work Plan and Playbook Tasks,,D4.4 Troubleshoot Components,single,"When a playbook analyst needs to run the `!getInvPlaybookMetaData` command to troubleshoot performance, where must this command be entered?",The Playbooks page free-text search bar,The Work Plan toolbar command field,The Case War Room,The Action Center script library,,,C,"The `!getInvPlaybookMetaData caseid=<ID> minSize=<KB>` command is executed from the Case War Room on the Cases page. It returns task inputs and outputs, storage usage, and task type metadata to help troubleshoot playbook performance issues."
0293,Cortex_Work_Plan_and_Playbook_Tasks,Cortex: Work Plan and Playbook Tasks,,D2.4 Automation Workflow,single,"An organization wants to collect data from external users through a survey embedded in a playbook, without requiring those recipients to authenticate. Which task type supports this use case?",Standard Task with an API integration input,Conditional Task with an SSO-protected form,Data Collection Task,Section Header Task with a linked external URL,,,C,"Data Collection Tasks host a survey on an external site that does not require authentication, allowing recipients to respond without restriction. The responses can then be used as inputs for subsequent playbook tasks. Communication Tasks (a subtype supporting SSO auth) require authentication, which is the opposite of this requirement."
0294,Cortex_Work_Plan_and_Playbook_Tasks,Cortex: Work Plan and Playbook Tasks,,D2.4 Automation Workflow,single,Which indicator extraction mode makes extracted data available within the issue context but NOT immediately usable as task inputs or outputs during execution?,None  indicators are not extracted automatically,Inline  extraction runs synchronously and findings are added to context data,Out-of-Band  extraction runs asynchronously in parallel with other actions,Manual  extraction is triggered on demand from the CLI,,,C,Out-of-band extraction runs asynchronously (in parallel with other actions). The data becomes available within the issue but cannot be used in real-time task inputs or outputs because it is not yet available when those tasks execute. Inline extraction is synchronous and immediately available in context.
0295,Cortex_Work_Plan_and_Playbook_Tasks,Cortex: Work Plan and Playbook Tasks,,D2.4 Automation Workflow,single,A playbook developer wants to convert a date field from a non-Unix timestamp format to Unix format before passing it to the next task. Which Cortex feature handles this transformation?,Filters  extract relevant data based on attribute conditions,"Transformers  convert or render values, including date format conversions",Playbook Inputs  supply data elements from the issue or integrations,Extend Issue Context  populate custom issue fields via the Advanced tab,,,B,Transformers in Cortex focus on converting or rendering values. The Date transformer category specifically handles format conversions such as non-Unix to Unix. Filters extract data by matching conditions; they do not convert values. The Extend Issue Context field populates issue fields rather than transforming data types.
0296,Cortex_Work_Plan_and_Playbook_Tasks,Cortex: Work Plan and Playbook Tasks,,D2.4 Automation Workflow,single,"The default indicator extraction mode for Tasks (applied to task results) differs from the default for Case Creation. What are these two defaults, respectively?",Tasks: Inline; Case Creation: Out-of-band,Tasks: None; Case Creation: Inline,Tasks: Out-of-band; Case Creation: None,Tasks: Inline; Case Creation: None,,,B,"Per the Indicator Extractor Defaults table, the default for Tasks is None (indicators are not automatically extracted from task results), while the default for Case Creation is Inline (extraction runs synchronously). Case Field Change defaults to Out-of-band, and Manual CLI commands also default to Out-of-band."
0297,Cortex_Working_with_Cases,Cortex: Working with Cases,,D3.4 Incident & Alert Layout,single,"Cortex automatically binds a newly arrived issue to an existing case using a four-step process. What happens in step 3 (""Bind"") if a matching case IS found?","A new case is always created regardless, and the new issue is added to it.",The issue's cyber attributes are averaged with the case's existing cyber attributes and the issue is linked to the matching case.,The issue is placed in a pending queue until an analyst confirms the match manually.,The issue is merged with the highest-weight matching issue already in the case.,,,B,"When a matching case is found, Cortex binds the issue to that case. The issue's cyber attributes then contribute to and become part of the case's cyber attributes—conceptually an ""averaging"" across all in-case issue attributes. A new case is only created when no matching case is found or when the existing case has reached its issue threshold."
0298,Cortex_Working_with_Cases,Cortex: Working with Cases,,D3.4 Incident & Alert Layout,multi,Which severity levels of issues can trigger the creation of a new Cortex case? (Choose two.),Informational,Low (from analytics detectors with an exception),Medium,(Any single-answer  see explanation),,,B|C,"Only medium, high, or critical issues lead to new case creation. Informational issues do not. Low-severity issues are a special exception: only those generated by specific analytics detectors can trigger case creation, making ""Low from analytics detectors"" the notable low-severity case."
0299,Cortex_Working_with_Cases,Cortex: Working with Cases,,D3.4 Incident & Alert Layout,single,An analyst notices that a case has the same Case ID (2594) associated with two different Issue IDs. What explains this grouping?,The issues were manually merged by a senior analyst into a single case.,Cortex detected that both issues share cyber attributessuch as the same causality instance IDand bound them to the same case.,"Both issues share the same alert source, which is the sole criterion for case binding.",The issues exceeded the recurring-issue threshold and were automatically aggregated.,,,B,"Cortex groups related issues into the same case based on shared cyber attributes (security-related attributes such as causality instance ID, IP address, domain, filename, or process name). The causality instance ID (CID) is explicitly shown as an example of a cyber attribute that places multiple issues in the same case."
0300,Cortex_Working_with_Cases,Cortex: Working with Cases,,D3.4 Incident & Alert Layout,single,The Issues & Insights tab displays issues in two sub-tables—Issues and Insights. How does Cortex differentiate which issues appear in each sub-table?,Issues shows only open issues; Insights shows resolved or archived issues.,Issues shows high and medium severity issues; Insights shows low and informational severity issues.,Issues shows externally sourced alerts; Insights shows internally generated analytics detections.,Issues shows stitched causality-chain issues; Insights shows unstitched issues.,,,B,"The Issues sub-table displays only high and medium severity issues, while the Insights sub-table shows low and informational severity issues. Insights are defined as a type of issue—specifically those at lower severity levels that provide contextual information rather than direct threat notifications."
0301,Cortex_Working_with_Cases,Cortex: Working with Cases,,D3.4 Incident & Alert Layout,single,"A case has accumulated a very large number of issues—far more than other active cases. How does Cortex prevent this case from ""starving"" other cases of new issues?",Cortex auto-archives the case and creates a fresh replacement case to continue receiving issues.,Cortex splits the case into two cases once it exceeds 500 issues.,"Cortex auto-limits the number of issues per case to a predefined threshold (1,000 issues).","Cortex lowers the cyber attribute match weight for the oversized case, reducing its future match probability.",,,C,"To prevent starvation—where one large case absorbs all new matching issues and prevents other cases from receiving them—Cortex limits each case to 1,000 issues. When this limit is reached, a new case is generated even if the incoming issue matches the existing case. This limit does not apply to manually moved issues."
